Video Id,Video Title,Channel Id,Channel Title,Video Tags,Channel Country
VdzjlKhPbFo,Korean and Arab actress insult Filipino accent,UCnTfdBrVM-Tmo0kieDqnXzQ,emmanV,[],PH
reqnEOZ9osc,Asignaturang Filipino- lyric video with soundtrack,UCnYB4CEmOgq5U24Goc4BY9Q,Jemimah Bautista,[],PH
S17fohoHWFI,FILIPINO FOOD TOUR! Little Manila Toronto: Trying Filipino street food in Canada (we tried balut!),UCnZpJrf46oi3r_g3nNacdog,Roaming Rebecca,"['Little Manila', 'Filipino food Toronto', 'Filipino Street Food', 'Balut']",GB
_xveMW7kH1U,Japanese Tried Making Filipino Friends in Japan│Japanese React to Philippines Foods & Restaurant.,UCnajIcbBsO7fe2WzGB4h71Q,SHUGY'S JAPAN HOUSE,"['Japanese react', 'Filipino food', 'reaction', 'Japan', 'Philippines', 'Filipino', 'Japanese', 'Filipino in Japan', 'mana philippines', 'family vlog', ""shugy's japan house""]",JP
hFk1S-kkLZk,You Can Block The Philippines but You Can't Conquer the Universe: Reaction Video,UCnc8Rhu3hcyUv5RG6ItfvNQ,HIJRsings,"['miss Universe', 'miss Universe Philippines', 'michelle dee', 'Pageants']",Unknown
A5BcM7seKuE,A foreigner's first perspective of the Philippines,UCnePCUOcym5ZjktQILscV-g,Triumph Across America,"['Malolos', 'bulacan', 'First time in Philippines', 'Asian Tiger', 'Philippine Economy', 'Travel', 'Philippines']",US
jyQBiIpWFW4,Singers React to Morissette - O Holy Night | Reaction,UCnf9YC7xupkbIZyVS3Q4zeQ,MAProductions,"['MAProductions', 'singers react', 'reaction', 'singers reaction', 'maproductions react', 'maproductions reaction']",DE
jCwK9ovhKT8,Reaksi Para Gadis Eropa Mendengar orang indonesia menyanyikan lagu bahasanya | SINGING REACTIONS OME,UCngGfEv69-UtPuL_Ipcy1yg,Randy Dongseu,[],ID
9chOu5_wVgI,GATE/Rose knights react to The U.S.A/united states America,UCngahNO3_iGbR5NTyzSrmjA,Scavenger_120,['gachaclub reaction'],Unknown
HU94nOff4CU,GATE React to the Philippines (Part 1/2) For my Filipino viewer's,UCngahNO3_iGbR5NTyzSrmjA,Scavenger_120,[],Unknown
NGC1mcH7gqA,GATE React to WW2 imperial Japan part 1/2,UCngahNO3_iGbR5NTyzSrmjA,Scavenger_120,[],Unknown
GbYf1mabW0c,SURVIVING IN DUMAGUETE WEEK 2| Jay's Philippines,UCnhJnjWpUnBXw5U0bGStP8Q,Jay's Philippines,"['Philippines', 'expats', 'foreigners', 'islands', 'Dumaguete Philippines', 'Suviving in Dumaguete Philippines', 'Dumaguete Challenge', 'Expat Life in Philippines', 'Adventure in the Philippines', 'Raising a Daughter', 'Family in Philippines', 'Family Adventure', 'Dumaguete City', 'Parenting Abroad']",PH
lH_Lcs4ayk4,First Time flyers PHILIPPINES | Airport Guide | Paano Sumakay ng Eroplano | Arcjade Vlogs,UCnkNyRbbOAcsJOKlntBibxw,Arcjade Vlogs,"['paano sumakay ng eroplano', 'airport guide philippines']",PH
U-b34knVlto,SB19 'GENTO' REACTION // FIRST TIME REACTING TO SB19 !! 👀,UCnlGYlO_rIyN7aihU96XvHQ,Brooke Morrison,"['gento', 'sb19 stell', 'sb19 josh', 'sb19', 'sb19 pablo', 'sb19 ken', 'justin', 'filipino', 'sb19 reaction', 'sb19 reactor', 'Brooke Morrison sb19', 'brooke', 'morrison', 'Brooke Morrison kpop', 'Brooke morrison', 'sb19 gento']",US
0tQpZhNQidE,Hello Everyone❤💙💙💙1st live,UCnmTHT-QTo-duwXVDdG_FPw,Wonder Love,[],Unknown
a5cK154znmQ,THE SAD REALITY OF BEING A FILIPINO,UCnpnhxcQT-97-otlG4XUqCQ,Filipina Life with Mia,"['sad reality in the philippines', 'foreigner in the philippines', 'filipino woman with foreigner', 'dating a filipina', 'filipinas', 'philippines', 'filipina foreigner dating', 'dating girls in philippines', 'date with filipina', 'philippines girls', 'filipina wife', 'hot filipinas', 'living abroad', 'living in the philippines', 'filipina', 'how to find a good filipina', 'Marrying a young Filipina', 'Dating a young Filipina', 'Are you a sugar daddy?']",Unknown
mt-7a0SFc9Q,"EXTREME STREET FOOD in Cebu, Philippines! (Trying Balut for the FIRST TIME!)",UCnrHlFu6ZueDosGPt9R3nHw,Matt and Julia,"['street food', 'street food philippines', 'balut', 'extreme street food', 'unique street food', 'balut egg', 'filipino food', 'balut mukbang', 'balut eating', 'balut philippines', 'trying balut', 'balut cebu city', 'balut manila', 'foreigner try filipino food', 'foreigner try filipino food reaction', 'foreigner try filipino food for the first time', 'extreme street food around the world', 'trying balut for the first time', 'fetilized', 'fertilized egg', 'fertilized duck egg', 'matt and julia', 'philippines travel']",GB
bfQNCprnfZA,"SB19 - Asia Artist Awards 2023 Full Performance, Red Carpet & Acceptance speech REACTION",UCnsV7K2rQYrADPVONhYnx3g,AfterHours,"['AAA SB19 ACCEPTANCE SPEECH', 'SB19 GENTO MV', 'sb19 gento', 'SB19', 'sb19 fancam', 'sb19 concert', 'sb19 showbreak five', 'sb19 asia', 'SB19 - GENTO (Live Performance) | Vevo', 'sb19 gento reaction', 'sb19 gento vevo', 'sb19 gento performance', 'sb19 gento live', 'Asia Artist Awards 2023 | Live Stream', 'Asia Artist Awards', ""SB19's full performance at AAA 2023"", 'SB19 &TEAM', 'SB19 ASIA ARTIST AWARDS', 'AAA livestream', 'SB19 AAA', 'SB19 - ASIA ARTIST AWARDS (AAA) 2023 FULL PERFORMANCE REACTION', 'Sb19 reaction']",GB
l8tRDEh1vzw,Foreigners React about the PHILIPPINES | What are the Secrets? | A Philippine Promotional Video,UCnuGugD2DHMAo1jSPoPMP2A,Gienella Nardo,[],Unknown
DdPeSeDtWT4,#viralvideo  funny reaction 😂😂 #abonnetoi Rom Bim Bom Rombi & Bombi #funnyreaction,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['reaction video', 'reaction', 'reaction videos', 'music reaction', 'first time reaction', 'reaction video tutorial', 'budakhel reaction video', 'how to make reaction video', 'how to make a reaction video', 'youtube reaction video setup', 'how to make reaction videos', 'how to edit reaction videos', 'funny reactions', 'how to record reaction videos', 'how to make a reaction video for free', 'acdc thunderstruck reaction video', 'how to make reaction videos easy', 'Rahul2Fan', 'dhunki movie trailer']",IN
vyhP2z42jkQ,Reaction Video 😂😂 #222,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['Rahul2Fan', '#22', '#rahul2fan', 'reaction video', 'reaction short video', 'viral filipino singers reaction', 'viral video', 'reactions', 'duet reaction video', 'top ten reaxtion video', 'viral videos', 'youtube viral video', 'carryminati reaction video', 'cat expert reacts to crazy viral video', 'cats react to viral videos 2', 'funny 😂🤣...... reaction video #shortsfeed #funny #viral', 'rahul2fan', 'reaction video girl', 'viral video reaction', 'reaction video foreigner', 'hurt reaction']",IN
LGjUgZ0H4OA,Reaction Videos lover's Thank You 🙏 50 SUBSCRIBER 😂,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['reaction video', 'a day of sooperman lover reaction', 'reaction to a day of sooperman lover', 'a day of sooperman lover redman reaction', 'redman a day of sooperman lover reaction', '50 ways to leave your lover', 'redman reaction', 'reaction', 'reaction to redman', 'video', 'paul simon reaction', '50m videos', 'unconditional video', 'music video', 'funny video', 'animal videos', 'unconditionally video', 'official video', 'andy grammer video', 'dog videos', 'remastered music videos', 'Rahul2Fan', '#rahul2fan']",IN
4MCHMeASO4o,Viral Video 😂 Reply and Reaction 🤣 hehehe #shorts #funny #funnyreaction #rahul2fan,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['#InShot', 'Viral Video 😂 Reply and Reaction 🤣 hehehe #shorts #funny #funnyreaction #rahul2fan', 'reaction', 'reaction video', 'funny videos reaction', 'indian reaction', 'pakistani reaction', 'virat kohli funny videos', 'reaction channel', 'girl reactions', 'crazy reactions', 'reactions', 'funny aferican news reporter reaction', 'reaction meme', 'funny reaction', 'oziie reaction', 'video chat', 'best reactions', 'pakistani funny reaction on kashmir', 'funny dog reaction', 'funny pet reaction', 'dhunki movie trailer']",IN
fgRTSwfR5hE,CCTV Viral Video 😱 #viral #shorts #rahul2fan @Rahul2Fan 😱,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['CCTV Viral Video 😱 #viral #shorts #rahul2fan \u200e@Rahul2Fan\xa0 😱', 'viral video', 'viral videos', 'cctv video', 'viral video news18', 'Rahul2Fan', '#shorts', 'video viral', 'viral cctv video', 'maid viral video', 'viral news', 'viral video tamil nadu', 'latest viral video news', 'viral video of amritpal', 'asiatic lion viral video', 'video', 'viral', 'junagadh lion viral video', 'rpf constable viral video', 'break fail Van']",IN
Hq-fmWgDrGQ,Reaction OMG 😱 #shorts,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['reaction', 'kpop reaction', 'Rahul2Fan', '#rahul2fan', 'newjeans omg reaction', 'newjeans reaction', 'omg reaction', 'new jeans reaction', 'new jeans omg reaction', 'reaction to newjeans', 'omg newjeans reaction', 'Infinite chocolate hack #shorts']",IN
B9deOwQyzO0,reaction videos 🤣🤣 #funnyreaction,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['#short', '#ytshorts', '#ytshort', '#viral', '#viralshorts', '#viralvideo', '#funnyreaction', '#rahul2fan', 'funny reaction video', 'public reaction video', 'reaction video kaise edit karen', 'joytimisty', 'reaction video foreigner', 'reaction video girl', 'reaction short video kaise banaye', 'viral video', 'viral shots', 'carryminati reaction video', 'reaction', 'reactions', 'viral filipino singers reaction', 'viral', 'top ten reaxtion video', 'youtube viral video']",IN
GtYGE6Ow9rQ,Rahul2Fan 🤣#funnyreaction  Like Karo 🤣,UCnvNQsU5bd2T0Pl7dfpUHhg,Rahul2Fan,"['rahul2fan', '#rahul2fan', 'o bhai maro mujhe 🤣 #22 #rahul2fan', 'hurt reaction', 'hindi language', 'indian reaction', 'korean reaction', 'anaya wali video', 'reaction channel', 'pantera reaction', 'reaction video', 'reaction', 'nuevo video karol', 'dua karo song reaction video', 'girl reaction video', 'reaction moj video', 'adarshuc video reaction', 'reaction short video', 'adarshuc new video reaction', 'video', 'dua karo song reaction', 'public reaction']",IN
szn2mDmt-o0,What is the good age for a single Filipina to marry a foreigner?-Question from a viewer-Filipina Des,UCnwI2FEn-UCC5qWqsmKj6hw,Filipina Des,[],PH
x5Y4q3H4-lQ,MC PH- os bico tão se perguntando ( REACT/análise),UCo-0BZyG8s_vLHghktX0t2g,TidaMc,[],Unknown
fX577n3dry4,"WHY DO FOREIGNERS LOVE CEBU, PHILIPPINES??? PART 3. TRAVEL, FESTIVALS - Broadband",UCo-GWE9p5hK0iaMainUJ6wg,culturecebu,"['Festival', 'Travel', 'Adventure', 'Culture', 'Nature', 'Events', 'Tourism', 'Cruise', 'Holiday', 'tourist', 'sightseeing', 'fun', 'funny', 'cebu', 'philippines', ""'SE Asia'"", 'vacation', 'resorts', 'hotels', 'beaches', 'watersports', 'movenpick', 'denmark', 'sweden', 'Europe', 'america', 'england', 'foreigners', 'visitors', 'love', 'manila', 'nightlife', ""'beauty pageants'"", 'girls', 'pretty', 'educational', 'students', ""'street children'"", 'hunger', 'starving', 'homeless', 'germany', 'donation', 'help', 'care', 'scavengers', 'globalvideopro1', 'captivatingcebu', ""'cebu tourism'"", ""'Philippine Dept of tourism'"", 'retirement']",Unknown
U4jXTgYUPqc,"WHY DO FOREIGNERS LOVE CEBU, PHILIPPINES? FESTIVALS, CULTURE, ADVENTURE, TRAVEL.",UCo-GWE9p5hK0iaMainUJ6wg,culturecebu,"['Travel', 'Adventure', 'Culture', 'Nature', 'Events', 'Tourism', 'tourists', 'foreigners', 'visitors', 'cebu', 'philippines', ""'southeast asia'"", 'sightseeing', 'USA', 'england', 'korea', 'japan', 'singapore', 'Europe', 'festivals', 'sinulog', ""'island hopping'"", 'diving', 'hotels', 'resorts', 'vacation', 'holiday', 'beaches', ""'dirt biking'"", 'motorcycle', 'fun', 'funny', 'amazing', 'awesome', 'globalvideopro1', 'backpacking', 'hiking', 'mountains', 'river', 'pinay', 'pinoy', ""'malapascua island'"", 'bohol', 'filipino', 'captivatingcebu', 'culturecebu']",Unknown
YUJG75TtAo8,First Time Shopping at a Philippines FAKE Market! GREENHILLS!,UCo44inc4e4hvEaa1U5HpRqg,SneakerTalk,"['sneakertalk', 'sneakertalk philippines', 'philippines fake market', 'Philippines', 'Manila', 'Nike', 'supreme', 'bargaining', 'cartimar', 'green hills', 'jordan', 'hypebeast', 'bargain', 'Fake markets', 'off white', 'sneaker shopping', 'haul', 'clothing haul', 'replica', 'counterfeit', 'adventure', 'fake', 'imitation', 'travel vlog', 'black market', 'sneakers', 'shopping', 'shopping spree', 'travel', 'Spree', 'market spree', 'carlo ople', 'collin abroadcast', 'colin abroad philippines', 'philippines', 'yeezy boost', 'manila', 'manila vlog', 'greenhills', 'greenhills shopping']",CA
gDCjdNJu8R4,LDR - Meeting for the first time [Seattle - Philippines],UCo4dYPRpQBNguUjoiaK3_uA,bayiiit,"['LDR', 'long distance relationship', 'meeting for the first time', 'philippines', 'seattle', 'washington', 'theLostAccountant', 'Accountant', 'CPA']",US
wmSnxN-zQsw,First Time in BGC Manila 🇵🇭 (Did NOT Expect This in The Philippines!),UCo57S0HBediNd47Ew5ezkzw,Craig in Asia,"['philippines', 'philippines 2023', 'expat in philippines', 'foreigner in philippines', 'philippines guide', 'best philippines', 'foreigner in philippines vlog', 'foreigner in Philippines vlog 2023', 'foreigner in manila', 'foreigner in philippines mall', 'handsome foreigner in philippines', 'BGC high street', 'SM Aura', 'bonifacio global city', 'bonifacio global city philippines', 'bonifacio global city tour', 'bonifacio global city vlog', 'manila vlog', 'manila vlog 2023', 'bgc philippines', 'bgc manila', 'bgc vlog']",GB
5-DQpJj2j9s,What the Philippines is REALLY like for Foreigners (HONEST TRUTH),UCo57S0HBediNd47Ew5ezkzw,Craig in Asia,"['philippines', 'philippines 2023', 'expat in philippines', 'foreigner in philippines', 'philippines guide', 'best philippines', 'foerign vlogger philippines', 'expat philippines', 'should I move to the philippines', 'philippines foreigner', 'foreign vlogger manila', 'life in the philippines', 'philippines retirement', 'is the philippines good to live in', 'british in philippines', 'UK in philippines', 'philippines travel', 'philippines vlog', 'life in philippines foreigner', 'life in philippines expat']",GB
Q1PpPdkyIUk,What I REALLY think of the Philippines 🇵🇭 (FOREIGNER HONEST 3-MONTH OPINION),UCo57S0HBediNd47Ew5ezkzw,Craig in Asia,"['philippines', 'philippines 2023', 'expat in philippines', 'foreigner in philippines', 'philippines guide', 'best philippines']",GB
lQfMYUon9fM,🇰🇷🇯🇵🇨🇳🇹🇭🇵🇭🇮🇩🇻🇳 Americans SHOCKED By Asians' English Differences!| The Demouchets REACT,UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react asia', 'the demouchets react south korea', 'the demouchet react china', 'the demouchets react thailand', 'the demouchets react philippines', 'the demouchets react indonesia', 'the demouchets react vietnam', 'asian languages', 'asian languages comparison', 'south korea language', 'japan language', 'china language', 'thailand language', 'philippines language', 'indonesia language', 'vietnam language', 'asian english differences', 'asians english accent']",US
XBYoFIvcMfo,"🇵🇭 American Couple Reacts ""Why The Philippines Has A Lot of Guns But Few Mass Shootings""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react philippines', 'the demouchets react asia', 'african american reacts asia', 'Philippines culture and traditions', 'reacts to Philippines', 'reaction to Philippines', 'reactions to Philippines', 'reacting to Philippines', 'foreigner reacts to Philippines', 'pinoy reaction', 'philippines reaction', 'american couple reacts to Philippines', 'philippines tourism', 'american reacts to life in Philippines', 'Philippines travel', 'Why The Philippines Has A Lot of Guns But Few Mass Shootings']",US
VPzTvF8UdcM,"🇵🇭 American Couple Reacts ""I LOVE HOW RESPECTFUL FILIPINO CULTURE IS""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'african american reacts asia', 'american reacts to life in Philippines', 'Philippines geography', 'Philippines people', 'Philippinesfood', 'Philippineshistory', 'Philippines vlog', 'Philippinescountry', 'Philippines travel', 'Philippines lifestyle', 'philippines reaction', 'filipino reaction', 'pinoy reaction', 'Filipino culture', 'respect in philippines', 'respect in filipino culture', 'filipino culture', 'how to show respect in filipino culture', 'filipino cultures and values']",US
Uge5taACXqo,"🇵🇭 American Couple Reacts ""Geography Now! Philippines"" | The Demouchets REACT ASIA",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react philippines', 'the demouchets react asia', 'african american reacts philippines', 'Philippines', 'Philippines geography', 'Philippines movies love story', 'Philippines history', 'Philippines reaction', 'Philippines geography now', 'Philippines facts', 'Philippines news today', 'Philippines national anthem', 'reacts to Philippines', 'reaction to Philippines', 'reactions to Philippines', 'reacting to Philippines', 'foreigner reacts to Philippines', 'american couple reacts to Philippines']",US
iC2s7Vx4tCc,"🇵🇭 Indigenous BLACK Asians Media Don't Show! Americans React ""African Tribes of The Philippines""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react philippines', 'the demouchets react asia', 'african american reacts asia', 'americans learn about philippines', 'american couple reacts philippines', 'aeta tribe', 'aeta tribe in zambales', 'aeta tribe vlog', 'aeta tribe in philippines', 'indigenous people in philippines', 'pinoy reaction', 'filipino reaction', 'indigenous black asians', 'african tribes of the philippines reaction', 'Philippines culture and traditions', 'foreignerreacts to Philippines', 'american couple reacts Philippines']",US
JVIVZgJ5aec,"🇵🇭 American Couple Reacts ""$100 Filipino Street Food Challenge in Manila!! Is It Possible?""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'african american reacts asia', 'american reacts to life in Philippines', 'Philippines geography', 'Philippinesfood', 'Philippines vlog', 'Philippines travel', 'Philippines lifestyle', 'philippines reaction', 'filipino reaction', 'filipino cultures and values', 'filipino street food', 'philippines street food', 'filipino food', 'filipino mukbang', 'filipino food reaction', 'filipino cooking', 'philippines food', 'philippines best ever food review reaction']",US
nGak4DeFtDc,"🇵🇭 PHILIPPINES 101 | American Couple Reacts ""Filipino Drinking Etiquette (WHICH ONE ARE YOU?!)""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'african american reacts asia', 'respect in filipino culture', 'filipino culture', 'filipino cultures and values', 'Filipino Culture Is Funny', ""WHAT'S DIFFERENT ABOUT THE PHILIPPINES"", 'funny filipino culture', 'filipino culture 101', 'filipino culture shock', 'do not retire in the philippines', 'reasons to retire in the philippines', 'wacky things about filipino culture', 'philippines 101', 'Drinking Etiquette', 'Philippines Drinking Etiquette', 'Pinoy tradition']",US
uv7XLmg9o9k,"🇵🇭 American Couple Reacts ""14 Reasons the Philippines Is Different from the Rest of the World""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'american reacts to life in Philippines', 'philippines reaction', 'filipino reaction', 'pinoy reaction', 'how to show respect in filipino culture', 'filipino cultures and values', 'the Philippines', 'languages of the Philippines', 'churches in shopping malls', 'transportation in the Philippines', 'text messaging in the Philippines', 'volcanoes of the Philippines', 'national flag of the Philippines', 'beauty pageants in the Philippines', 'boxing in the philippines']",US
ckgTnTg9TPw,"🇵🇭 FILIPINO CULTURE IS FUNNY! American Couple Reacts ""What's Different About The Philippines?""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'african american reacts asia', 'respect in philippines', 'respect in filipino culture', 'filipino culture', 'how to show respect in filipino culture', 'filipino cultures and values', 'Filipino Culture Is Funny', ""WHAT'S DIFFERENT ABOUT THE PHILIPPINES"", 'funny filipino culture', 'retire in the Philippines', 'filipino culture 101', 'filipino culture shock', 'do not retire in the philippines', 'reasons to retire in the philippines', 'wacky things about filipino culture']",US
aW91mGf5Wqk,"🇳🇬 American Couple Reacts ""An Investigation of The Rich Vs The Poor in Nigeria""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react nigeria', 'the demouchets react africa', 'african american reacts nigeria', 'americans learn about africa', 'american couple reacts africa', 'nigeria travel 2023', 'nigeria travel 2024', 'where to stay in nigeria', 'where to live in nigeria', 'things to do in nigeria', 'jos nigeria', 'life in jos nigeria', 'african diaspora', 'black diaspora', 'makoko nigeria', 'floating slum in nigeria', 'fishing village in nigeria', 'rich vs poor in nigeria', 'i investigated the rich vs poor in nigeria']",US
V3eTskZkj4I,"🇵🇭 American Couple Reacts ""Life is Better in the Philippines"" | The Demouchets REACT PHILIPPINES",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react the philippines', 'african american reacts asia', 'respect in philippines', 'respect in filipino culture', 'how to show respect in filipino culture', 'filipino cultures and values', ""WHAT'S DIFFERENT ABOUT THE PHILIPPINES"", 'funny filipino culture', 'retire in the Philippines', 'filipino culture 101', 'filipino culture shock', 'do not retire in the philippines', 'reasons to retire in the philippines', 'wacky things about filipino culture', 'foreigner in the philippines']",US
VAmLydvgvlI,"🇵🇭 WHO IS RAMON ANG? American Couple Reacts ""The Philippines Most Ambitious Billionaire""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react philippines', 'the demouchets react asia', 'african americans react philippines', 'philippines economy documentary', 'philippines investment opportunities', 'philippines investment boom', 'philippines economy 2023', 'philippines economy today', 'philippines economic growth', 'philippines economic growth 2023', 'philippines economic crisis 2023', 'philippines', 'philippines docu', 'philippines documentary', 'philippines documentary national geographic', 'philippines documentary 2023']",US
gDc-8jQq9ss,"🇵🇭 African American Couple Reacts ""What’s It Like Being Black In The Philippines in 2023""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,"['the demouchets react philippines', 'the demouchets react asia', 'african american reacts philippines', 'americans learn about philippines', 'american couple reacts philippines', 'pinoy reaction', 'filipino reaction', 'being black in the philippines', 'foreigners in the philippines', 'life in the philippines', 'african american in the philippines', 'racism in the philippines', 'culture shock in the philippines', 'africans and african americas', 'black diaspora', 'being black in asia reaction']",US
